fname,label,manually_verified
3d678687.wav,Knock,0
3d7507e9.wav,Tearing,0
3d795d2a.wav,Cough,0
3d88d530.wav,Electric_piano,1
3d94c79e.wav,Flute,0
3d9a58e7.wav,Telephone,0
3d9e95c0.wav,Oboe,0
3db64708.wav,Telephone,1
3dbb6542.wav,Double_bass,0
3dbd3ff7.wav,Harmonica,0
3dc1faa7.wav,Computer_keyboard,1
3dc2885b.wav,Bass_drum,1
3dc30df9.wav,Cello,1
3dc717ea.wav,Hi-hat,0
3ddb3511.wav,Fart,1
3de081b1.wav,Knock,0
3de13acc.wav,Telephone,1
3de364aa.wav,Trumpet,0
3dee39ff.wav,Cough,0
3def93b9.wav,Chime,1
3df53f0c.wav,Bass_drum,0
3e205ca5.wav,Shatter,0
3e20cc09.wav,Telephone,1
3e23db4c.wav,Tearing,0
3e246c06.wav,Tambourine,0
3e2bddda.wav,Cello,1
3e326ff4.wav,Fart,0
3e33282d.wav,Acoustic_guitar,0
3e351b36.wav,Tearing,0
3e409f47.wav,Scissors,0
3e410f2b.wav,Hi-hat,0
3e4c9e54.wav,Bass_drum,0
3e4ea67e.wav,Burping_or_eructation,0
3e52cc7a.wav,Writing,0
3e5a6eea.wav,Laughter,0
3e69ba3a.wav,Snare_drum,0
3e6e8db6.wav,Trumpet,1
3e70496c.wav,Bass_drum,0
3e782d24.wav,Cough,0
3e7b6f14.wav,Tambourine,0
3e7bb5fe.wav,Laughter,1
3e7c0c48.wav,Tearing,0
3e8687d9.wav,Tearing,0
3e93dd4c.wav,Fireworks,1
3ead1c2e.wav,Knock,1
3eaddda8.wav,Flute,1
3ec68757.wav,Cello,0
3ecef0f4.wav,Applause,0
3ed07532.wav,Flute,0
3ed699d0.wav,Tearing,0
3edc4278.wav,Violin_or_fiddle,1
3ee056f2.wav,Cough,0
3ee25773.wav,Electric_piano,0
3eed2e68.wav,Laughter,1
3ef05695.wav,Violin_or_fiddle,1
3ef1e964.wav,Gunshot_or_gunfire,1
3f0c2a46.wav,Tambourine,1
3f0c40c0.wav,Writing,0
3f13875c.wav,Applause,0
3f1e7231.wav,Gunshot_or_gunfire,1
3f272bc9.wav,Bark,1
3f2933f9.wav,Violin_or_fiddle,1
3f309887.wav,Saxophone,1
3f395899.wav,Finger_snapping,0
3f3b55e7.wav,Applause,0
3f3f7481.wav,Bark,0
3f4e1fb2.wav,Fireworks,0
3f52541c.wav,Cough,0
3f54f3c3.wav,Burping_or_eructation,1
3f5625b1.wav,Drawer_open_or_close,0
3f5bfd26.wav,Applause,1
3f6978e0.wav,Fart,0
3f6d2c76.wav,Gong,0
3f6dbc86.wav,Laughter,0
3f78b9c5.wav,Knock,1
3f7b7686.wav,Snare_drum,1
3f7e6da8.wav,Clarinet,1
3f801ad6.wav,Shatter,0
3f8d2bee.wav,Flute,1
3f97d1ca.wav,Telephone,1
3f9adde5.wav,Bark,0
3f9e54b9.wav,Gong,0
3f9eaa47.wav,Bass_drum,0
3fac24bb.wav,Oboe,0
3fb27eb8.wav,Applause,1
3fbc44fd.wav,Knock,1
3fbc907f.wav,Cough,0
3fc5aa0c.wav,Double_bass,0
3fd6adb9.wav,Fireworks,0
3fd93883.wav,Cello,0
3fd99189.wav,Shatter,0
3fe0597b.wav,Electric_piano,0
3ff0d94e.wav,Acoustic_guitar,0
40115a34.wav,Fireworks,0
4016e50e.wav,Oboe,1
4018374b.wav,Harmonica,1
4024dab4.wav,Cowbell,1
4037c4b7.wav,Bus,1
4038f93c.wav,Squeak,0
403aa626.wav,Cowbell,1
403e04cb.wav,Squeak,0
403ff069.wav,Cowbell,1
40469aab.wav,Writing,0
404c1e72.wav,Acoustic_guitar,1
405b00ef.wav,Fart,1
405b6af2.wav,Bark,0
4064c354.wav,Tearing,0
40733d4e.wav,Meow,0
40772f25.wav,Hi-hat,0
407b82f8.wav,Scissors,1
408034b9.wav,Microwave_oven,0
40a40896.wav,Saxophone,1
40a5bbad.wav,Saxophone,1
40a93104.wav,Laughter,0
40abcc5e.wav,Trumpet,1
40b4d48a.wav,Microwave_oven,0
40ba86f3.wav,Drawer_open_or_close,0
40c2cec1.wav,Cello,1
40c62081.wav,Fart,0
40d61e46.wav,Squeak,0
40df75ef.wav,Gong,0
40f0e853.wav,Shatter,0
40f51bc3.wav,Gong,0
410413ce.wav,Harmonica,1
41079275.wav,Tambourine,0
4109784c.wav,Finger_snapping,0
410b8cc3.wav,Bark,0
41108e2f.wav,Cowbell,1
4117c1f9.wav,Fart,0
41264c8a.wav,Bark,0
412b75e6.wav,Scissors,0
4136ba6a.wav,Fireworks,0
413d90c2.wav,Harmonica,0
41529de9.wav,Writing,1
41568443.wav,Gong,0
41588cd6.wav,Acoustic_guitar,1
4161f2a2.wav,Finger_snapping,1
41713d1d.wav,Oboe,0
417badf9.wav,Writing,0
41845450.wav,Trumpet,0
41847933.wav,Cowbell,0
41897c32.wav,Hi-hat,1
418cb760.wav,Acoustic_guitar,0
418db99e.wav,Bus,1
41933d4e.wav,Laughter,1
41978926.wav,Glockenspiel,1
419ea7d6.wav,Bus,1
41a0e93b.wav,Telephone,1
41a68fc0.wav,Writing,1
41c1f5f8.wav,Oboe,0
41c4751e.wav,Oboe,0
41d9c342.wav,Cello,1
41dcab5d.wav,Burping_or_eructation,1
41eadcab.wav,Fireworks,0
41f09672.wav,Squeak,0
420b6ee8.wav,Double_bass,1
420d9b56.wav,Acoustic_guitar,0
420ecbc6.wav,Keys_jangling,0
4217d933.wav,Bark,1
421865a6.wav,Tearing,0
421dcfe3.wav,Cowbell,0
42213136.wav,Telephone,1
4223237e.wav,Burping_or_eructation,0
42301f90.wav,Fireworks,0
423210f5.wav,Saxophone,1
42331d5b.wav,Cough,0
4239e428.wav,Chime,1
424502d1.wav,Gong,0
4245ef44.wav,Hi-hat,0
42470db4.wav,Hi-hat,1
42498815.wav,Squeak,0
4249de71.wav,Cough,0
424ef292.wav,Writing,0
42545036.wav,Harmonica,0
4259555b.wav,Gong,0
426c2736.wav,Finger_snapping,0
4278112e.wav,Applause,0
4286d72e.wav,Cowbell,0
428788f4.wav,Gong,0
428972be.wav,Gunshot_or_gunfire,1
428d8096.wav,Tambourine,1
428ed21a.wav,Squeak,1
429159f6.wav,Oboe,0
42a59a10.wav,Writing,0
42a718ea.wav,Knock,0
42a977da.wav,Fart,1
42ad8a52.wav,Snare_drum,0
42b0e12c.wav,Knock,1
42c2f288.wav,Flute,0
42cb4b7d.wav,Chime,0
42cea3c1.wav,Laughter,0
42e248e4.wav,Cello,0
42e5efeb.wav,Tearing,0
42ef28b8.wav,Knock,0
42faaa9e.wav,Fireworks,0
4305d21f.wav,Applause,0
430902a2.wav,Cough,0
4309a65b.wav,Fart,1
430cb829.wav,Bark,0
4310d9eb.wav,Telephone,1
431285df.wav,Tearing,1
431a2c13.wav,Cowbell,1
432d8a59.wav,Microwave_oven,1
43373be3.wav,Electric_piano,0
433c3a13.wav,Harmonica,0
433d641a.wav,Fart,0
43433aad.wav,Flute,1
4345851e.wav,Saxophone,1
435160bb.wav,Hi-hat,0
43523546.wav,Bark,1
435ea687.wav,Tambourine,1
4363c142.wav,Gunshot_or_gunfire,1
43671f8b.wav,Laughter,0
436afb11.wav,Hi-hat,0
436dea8c.wav,Squeak,0
436ec5c3.wav,Fireworks,0
43780215.wav,Clarinet,0
437ccea5.wav,Bass_drum,0
438b6454.wav,Computer_keyboard,1
4397bc6f.wav,Fireworks,0
43a1236c.wav,Bus,1
43a84fec.wav,Applause,0
43a920c9.wav,Acoustic_guitar,0
43abca14.wav,Tearing,0
43b3610a.wav,Scissors,0
43b3a112.wav,Burping_or_eructation,1
43c12681.wav,Tearing,0
43c5b733.wav,Double_bass,0
43d0fe93.wav,Bark,0
43e872b1.wav,Computer_keyboard,1
43f36cbf.wav,Shatter,1
43f58abe.wav,Gong,0
43fc0633.wav,Saxophone,1
43fd7a48.wav,Applause,1
43ff8df2.wav,Oboe,0
440f3953.wav,Bus,0
4412da08.wav,Tearing,0
4419dc7d.wav,Cowbell,1
441a4e7d.wav,Cough,0
441dc645.wav,Gunshot_or_gunfire,1
4421fddd.wav,Trumpet,0
442490bc.wav,Meow,0
4428ce4f.wav,Violin_or_fiddle,1
4430e0ee.wav,Cowbell,0
44412fd2.wav,Fart,0
44430b53.wav,Fireworks,1
444f9db5.wav,Double_bass,1
445b88ad.wav,Bark,0
44645349.wav,Bass_drum,0
448d0cb1.wav,Telephone,1
44911b70.wav,Meow,0
44922514.wav,Fart,0
44ae3104.wav,Flute,1
44ae8221.wav,Writing,0
44b0d72a.wav,Telephone,1
44b3dad2.wav,Applause,0
44c5094c.wav,Clarinet,1
44cde481.wav,Trumpet,0
44d161b1.wav,Gong,0
44d68d6e.wav,Violin_or_fiddle,1
44dafff6.wav,Microwave_oven,1
44e26366.wav,Cowbell,0
44ec7beb.wav,Snare_drum,0
44ecc876.wav,Fireworks,0
44efa03d.wav,Computer_keyboard,1
44f2161a.wav,Electric_piano,0
44f9acf9.wav,Bass_drum,0
44fb3eeb.wav,Acoustic_guitar,1
450762c4.wav,Tambourine,0
4509d8c8.wav,Meow,1
450b7adb.wav,Fireworks,1
450cd355.wav,Writing,0
45175cc0.wav,Acoustic_guitar,0
4517a4af.wav,Tearing,0
45243c3d.wav,Clarinet,1
45250e90.wav,Acoustic_guitar,0
4526e386.wav,Laughter,0
452a9812.wav,Snare_drum,0
4541aa66.wav,Electric_piano,1
45449f84.wav,Fireworks,0
4546e002.wav,Acoustic_guitar,0
4549ffaf.wav,Gong,0
4551f231.wav,Squeak,0
455377bf.wav,Telephone,1
45539540.wav,Computer_keyboard,0
45539bb8.wav,Shatter,0
455aee34.wav,Writing,0
45665f2e.wav,Hi-hat,0
456cc727.wav,Harmonica,1
458b1992.wav,Cello,1
458ea6cc.wav,Scissors,1
4590ba37.wav,Applause,0
45910ae0.wav,Microwave_oven,0
45a8823e.wav,Squeak,0
45a8d396.wav,Trumpet,0
45b9bc91.wav,Knock,1
45bf81f1.wav,Drawer_open_or_close,1
45c077da.wav,Double_bass,0
45ce1b24.wav,Hi-hat,0
45d405ca.wav,Clarinet,0
45d71502.wav,Laughter,1
45da8553.wav,Hi-hat,1
45de3233.wav,Clarinet,1
45e241c1.wav,Cello,0
45e5a952.wav,Flute,1
45e63fdd.wav,Saxophone,1
45e6e129.wav,Acoustic_guitar,0
45ea531e.wav,Cough,0
45f3e225.wav,Cough,1
4601c0f2.wav,Tearing,0
46076458.wav,Meow,1
460d7b62.wav,Tearing,0
461558c3.wav,Double_bass,0
4619c0dd.wav,Fireworks,0
461c6cd1.wav,Tearing,0
4629e77b.wav,Meow,0
462b676f.wav,Double_bass,1
4636fd73.wav,Clarinet,0
464c651e.wav,Meow,0
465cf6eb.wav,Microwave_oven,0
46657625.wav,Flute,0
46670055.wav,Snare_drum,0
466a45d5.wav,Writing,0
46732e56.wav,Microwave_oven,1
46768bc1.wav,Gunshot_or_gunfire,1
46772c0d.wav,Tearing,0
467953c6.wav,Double_bass,0
46798d97.wav,Squeak,0
467ad774.wav,Burping_or_eructation,0
467c86b7.wav,Microwave_oven,0
468226fa.wav,Tambourine,0
468f9c4c.wav,Hi-hat,1
469e4ebe.wav,Tearing,0
46a95319.wav,Acoustic_guitar,1
46b52f97.wav,Snare_drum,1
46b66e03.wav,Bass_drum,1
46c0a7cd.wav,Bass_drum,0
46d3877b.wav,Violin_or_fiddle,1
46d7d98d.wav,Violin_or_fiddle,1
46e13bac.wav,Hi-hat,0
46fbedcf.wav,Microwave_oven,0
470e36b8.wav,Keys_jangling,0
470f4da3.wav,Writing,1
4713dac4.wav,Squeak,0
4715ec32.wav,Hi-hat,0
4715f79a.wav,Oboe,0
4716c05b.wav,Cowbell,1
47178b5e.wav,Trumpet,1
471c8fa5.wav,Electric_piano,0
471ecdc0.wav,Gong,0
471f4c1d.wav,Harmonica,1
472e6644.wav,Flute,1
472e7697.wav,Saxophone,1
47395931.wav,Hi-hat,1
4740a159.wav,Oboe,1
474d3f52.wav,Gong,0
476e192f.wav,Shatter,0
476f3ba7.wav,Drawer_open_or_close,0
47733230.wav,Tambourine,0
477622b6.wav,Applause,0
47797e57.wav,Bark,0
4790f36f.wav,Cough,0
4792b15e.wav,Saxophone,1
47961d9f.wav,Knock,0
47a42a02.wav,Cowbell,1
47a98dfe.wav,Bass_drum,1
47aa029c.wav,Cello,1
47c0a3fc.wav,Fireworks,0
47c2f061.wav,Trumpet,0
47cb5f8d.wav,Saxophone,1
47d071c1.wav,Shatter,0
47d197c5.wav,Violin_or_fiddle,1
47d378be.wav,Squeak,0
47d79021.wav,Gong,1
47d8708c.wav,Drawer_open_or_close,1
47da5300.wav,Cowbell,1
47dae3d2.wav,Cowbell,0
47e39a38.wav,Telephone,1
47eafd0d.wav,Saxophone,0
4813422d.wav,Scissors,1
481394b9.wav,Applause,0
48158131.wav,Cello,0
4815fac2.wav,Fart,0
4819b54b.wav,Fart,0
481f5a64.wav,Tearing,0
4823209e.wav,Violin_or_fiddle,1
4823cb49.wav,Microwave_oven,1
482707b3.wav,Shatter,0
48288f8c.wav,Knock,0
482944c1.wav,Electric_piano,1
483a1ab2.wav,Saxophone,1
483aa78c.wav,Microwave_oven,1
48446686.wav,Fireworks,0
4847fb9b.wav,Saxophone,1
4850a398.wav,Keys_jangling,1
48553cdd.wav,Violin_or_fiddle,1
4865ba98.wav,Cough,0
48674fe7.wav,Glockenspiel,0
4868ac7c.wav,Knock,1
486b15b6.wav,Fart,0
486f34a4.wav,Knock,0
487854ea.wav,Squeak,0
488068c4.wav,Keys_jangling,0
4880f8bf.wav,Chime,1
4883c7c3.wav,Violin_or_fiddle,1
48899901.wav,Harmonica,0
488b04c9.wav,Violin_or_fiddle,1
488b452c.wav,Snare_drum,1
4891b110.wav,Flute,1
489294d5.wav,Gong,0
4893a0fa.wav,Squeak,0
4899ecfa.wav,Snare_drum,0
48a75b1f.wav,Violin_or_fiddle,1
48adfdb2.wav,Tambourine,0
48b17f9f.wav,Writing,1
48b4f099.wav,Burping_or_eructation,0
48b67c44.wav,Squeak,1
48ba4a7a.wav,Clarinet,0
48bf11ac.wav,Gong,0
48c06dee.wav,Drawer_open_or_close,1
48ce73e6.wav,Telephone,1
48cf40dd.wav,Writing,0
48cfca3e.wav,Applause,0
48eb5b10.wav,Writing,0
48ee4191.wav,Fireworks,0
48ffd19b.wav,Cello,0
4900d8a0.wav,Bark,1
490a435d.wav,Burping_or_eructation,1
490b5f4d.wav,Microwave_oven,0
491b140e.wav,Fart,0
491c0d87.wav,Fireworks,0
49223304.wav,Double_bass,0
49259032.wav,Knock,0
49264930.wav,Writing,0
49278b45.wav,Oboe,1
49345c2f.wav,Meow,1
493a0b43.wav,Burping_or_eructation,0
493bdd89.wav,Burping_or_eructation,0
493c247b.wav,Hi-hat,1
49498a6d.wav,Squeak,0
49530e8c.wav,Electric_piano,1
4957c12d.wav,Acoustic_guitar,1
495cca46.wav,Bass_drum,1
495d24da.wav,Microwave_oven,0
4965b412.wav,Fireworks,0
49687332.wav,Hi-hat,0
496a7539.wav,Writing,1
49702d75.wav,Acoustic_guitar,1
497e8e00.wav,Violin_or_fiddle,1
499a352d.wav,Electric_piano,1
499d9668.wav,Oboe,0
49a0c96f.wav,Keys_jangling,0
49aa806c.wav,Violin_or_fiddle,1
49b3f727.wav,Hi-hat,0
49ba2701.wav,Squeak,0
49bb77a5.wav,Cello,0
49c9d9b9.wav,Drawer_open_or_close,1
49cdefc5.wav,Glockenspiel,1
49d45fb8.wav,Burping_or_eructation,0
49d51b77.wav,Meow,0
49db5254.wav,Bass_drum,0
49e25a3e.wav,Gunshot_or_gunfire,1
49e3587e.wav,Acoustic_guitar,1
49e451e6.wav,Knock,0
49e5071e.wav,Keys_jangling,0
49e5ac4d.wav,Bass_drum,0
49e83eee.wav,Tearing,0
49ee90a9.wav,Double_bass,0
49f6b68a.wav,Tambourine,0
49fabd19.wav,Acoustic_guitar,1
49fb0cc8.wav,Tearing,0
4a03755f.wav,Applause,0
4a077cd0.wav,Cello,0
4a084558.wav,Gong,0
4a0a261e.wav,Acoustic_guitar,1
4a0b87bc.wav,Flute,0
4a2165a7.wav,Finger_snapping,1
4a28e65a.wav,Cello,1
4a400131.wav,Applause,0
4a4727b7.wav,Bass_drum,1
4a472bbb.wav,Flute,0
4a4fa182.wav,Gunshot_or_gunfire,1
4a5e1f74.wav,Tearing,0
4a618351.wav,Microwave_oven,0
4a6cda1d.wav,Fart,0
4a70bad0.wav,Laughter,0
4a7226e3.wav,Fart,0
4a729d7a.wav,Shatter,0
4a789458.wav,Finger_snapping,0
4a78eefc.wav,Gunshot_or_gunfire,1
4a7cd04a.wav,Tearing,0
4a7ed000.wav,Laughter,1
4a891aae.wav,Knock,0
4a90ebd4.wav,Clarinet,1
4aa8d981.wav,Fart,0
4aa97c8e.wav,Acoustic_guitar,1
4aaae5e2.wav,Glockenspiel,1
4ab3eb69.wav,Cello,0
4ab8ab15.wav,Cough,0
4ac4d857.wav,Writing,0
4acda322.wav,Tearing,1
4ada7042.wav,Laughter,0
4adfa318.wav,Cough,1
4aeb611b.wav,Tearing,0
4af1bc72.wav,Shatter,0
4af35d0d.wav,Oboe,0
4af50e05.wav,Applause,0
4af8ad50.wav,Fart,0
4afa2149.wav,Saxophone,1
4afa8522.wav,Gunshot_or_gunfire,1
4afc5a71.wav,Double_bass,0
4aff76bc.wav,Drawer_open_or_close,1
4b090c94.wav,Double_bass,0
4b0b4333.wav,Scissors,1
4b0d5239.wav,Clarinet,0
4b12b563.wav,Gong,1
4b13fe12.wav,Bass_drum,1
4b142f94.wav,Squeak,0
4b166997.wav,Meow,0
4b17c19e.wav,Trumpet,1
4b1dad12.wav,Trumpet,0
4b2d5441.wav,Tearing,1
4b2ef8c7.wav,Harmonica,0
4b3ee579.wav,Flute,0
4b4f97bb.wav,Clarinet,0
4b606159.wav,Tearing,0
4b75dd72.wav,Gunshot_or_gunfire,1
4b8cb71c.wav,Knock,0
4b9aadda.wav,Gong,0
4ba0c404.wav,Saxophone,1
4ba221e4.wav,Clarinet,1
4ba2b70e.wav,Bass_drum,1
4baddba4.wav,Cello,0
4bb00403.wav,Saxophone,1
4bb33e00.wav,Tearing,0
4bb53f71.wav,Drawer_open_or_close,1
4bb6e82c.wav,Oboe,0
4bbc250e.wav,Flute,0
4bc0a640.wav,Finger_snapping,1
4bc87056.wav,Snare_drum,0
4bcc8a77.wav,Flute,1
4bd0dcc1.wav,Acoustic_guitar,1
4bd21fae.wav,Trumpet,0
4bd7faba.wav,Double_bass,0
4be963d5.wav,Trumpet,1
4bf0c44b.wav,Meow,1
4bfaf9c0.wav,Writing,0
4bfbb74e.wav,Applause,1
4bfe8bf9.wav,Oboe,0
4bff8f32.wav,Cello,1
4c01f7c6.wav,Writing,0
4c05bc49.wav,Drawer_open_or_close,0
4c0c385f.wav,Double_bass,1
4c0d7bcd.wav,Oboe,1
4c173843.wav,Oboe,0
4c1ae9cc.wav,Tambourine,0
4c1d875e.wav,Laughter,0
4c1e5a37.wav,Acoustic_guitar,0
4c21f44b.wav,Saxophone,1
4c24339c.wav,Computer_keyboard,1
4c462064.wav,Clarinet,0
4c4d4797.wav,Snare_drum,1
4c4ec973.wav,Gong,1
4c5667a2.wav,Applause,0
4c590f69.wav,Snare_drum,1
4c5c9793.wav,Laughter,0
4c5e41ef.wav,Cough,0
4c614dff.wav,Squeak,0
4c63bfe2.wav,Snare_drum,0
4c6470d0.wav,Writing,1
4c6a1fca.wav,Gong,0
4c73ecd4.wav,Squeak,0
4c789a19.wav,Double_bass,0
4c80d382.wav,Fireworks,0
4c8cd1c8.wav,Clarinet,1
4c8dd747.wav,Fart,0
4c9112c0.wav,Bark,0
4c9c19b0.wav,Bark,0
4c9ecc5c.wav,Knock,1
4ca18eea.wav,Squeak,0
4ca2a9b4.wav,Laughter,1
4ca74b89.wav,Trumpet,1
4ca93593.wav,Bark,0
4cb50b23.wav,Shatter,0
4cb6495b.wav,Tambourine,1
4cb7c775.wav,Clarinet,1
4cb948c9.wav,Fart,0
4cbba37a.wav,Double_bass,1
4cbc1a15.wav,Bass_drum,0
4cc1da2f.wav,Bark,0
4cc40031.wav,Fireworks,0
4ccf85c8.wav,Meow,1
4cd4e0ca.wav,Clarinet,0
4ce14aa2.wav,Double_bass,0
4ce399c2.wav,Finger_snapping,1
4ce8b277.wav,Bus,0
4cee46a4.wav,Double_bass,1
4cf5f73c.wav,Keys_jangling,0
4cf82cd1.wav,Double_bass,0
4cf956a5.wav,Writing,0
4cfcad44.wav,Flute,1
4d08546b.wav,Knock,0
4d089998.wav,Chime,0
4d08e621.wav,Fireworks,1
4d112cdf.wav,Fart,0
4d14661a.wav,Gong,1
4d2048b5.wav,Fart,0
4d275e00.wav,Shatter,0
4d29f283.wav,Scissors,1
4d2baaed.wav,Drawer_open_or_close,0
4d2c6692.wav,Clarinet,0
4d2ed112.wav,Applause,0
4d3d3294.wav,Burping_or_eructation,0
4d416fe0.wav,Tearing,0
4d41f847.wav,Cowbell,0
4d487056.wav,Saxophone,1
4d4af5dd.wav,Gong,1
4d5430cf.wav,Bark,1
4d55013e.wav,Acoustic_guitar,0
4d596bea.wav,Bass_drum,0
4d61a3c6.wav,Fireworks,1
4d68f059.wav,Cello,0
4d740ed8.wav,Knock,0
4d7dbbf9.wav,Burping_or_eructation,0
4d7f8b65.wav,Oboe,0
4d94495f.wav,Trumpet,1
4da35b82.wav,Drawer_open_or_close,1
4da6a5e7.wav,Violin_or_fiddle,1
4da6ae4b.wav,Flute,1
4dad3b5f.wav,Squeak,1
4dbfc1bf.wav,Gong,0
4dd5b189.wav,Cowbell,0
4dd77240.wav,Tambourine,0
4ddb034f.wav,Acoustic_guitar,0
4de60e0b.wav,Fireworks,0
4df26574.wav,Trumpet,0
4df58619.wav,Knock,0
4df5d2b7.wav,Electric_piano,0
4df7f919.wav,Finger_snapping,0
4dfdad9e.wav,Gong,0
4e02950c.wav,Cello,0
4e05b749.wav,Bus,1
4e11d778.wav,Bass_drum,0
4e15c09c.wav,Fart,0
4e1af22c.wav,Tearing,1
4e1f8e90.wav,Oboe,1
4e249374.wav,Squeak,0
4e260295.wav,Tearing,0
4e2fcd3b.wav,Clarinet,1
4e383c90.wav,Bass_drum,0
4e48e683.wav,Fireworks,0
4e4b9381.wav,Tearing,0
4e50f73b.wav,Cowbell,1
4e556dc5.wav,Fireworks,1
4e5c2133.wav,Hi-hat,0
4e5d8e2c.wav,Fireworks,0
4e66921a.wav,Telephone,1
4e74d920.wav,Snare_drum,1
4e82d86d.wav,Clarinet,0
4e8a6556.wav,Cough,1
4e8b215c.wav,Gunshot_or_gunfire,1
4e8c24e1.wav,Laughter,1
4e91242e.wav,Knock,1
4e93661c.wav,Saxophone,1
4ea11a81.wav,Squeak,0
4eb1742d.wav,Finger_snapping,1
4eb50766.wav,Gunshot_or_gunfire,1
4eb54300.wav,Gong,0
4ebe9797.wav,Clarinet,1
4ec9b517.wav,Fart,1
4ed35e10.wav,Computer_keyboard,1
4edb4195.wav,Squeak,0
4ee33e64.wav,Tambourine,1
4ef89422.wav,Gunshot_or_gunfire,1
4efc103c.wav,Tearing,0
4f02375d.wav,Double_bass,0
4f0289dc.wav,Fireworks,1
4f077f1b.wav,Computer_keyboard,1
4f0c9c17.wav,Oboe,1
4f1fa214.wav,Fart,0
4f224ce4.wav,Gong,1
4f2ba735.wav,Burping_or_eructation,1
4f2f568c.wav,Fireworks,0
4f36f736.wav,Fart,1
4f4999f9.wav,Finger_snapping,0
4f4d865f.wav,Laughter,0
4f5924a7.wav,Hi-hat,0
4f5a5cd7.wav,Meow,0
4f5b430d.wav,Microwave_oven,1
4f5e27a8.wav,Saxophone,1
4f600ce5.wav,Cough,0
4f60abb7.wav,Trumpet,0
4f716ff6.wav,Laughter,0
4f7f9b42.wav,Fireworks,0
4f844b16.wav,Bass_drum,0
4f910b76.wav,Oboe,0
4f92aa62.wav,Tambourine,1
4f99f874.wav,Violin_or_fiddle,1
4fb480bf.wav,Double_bass,1
4fc6d14d.wav,Clarinet,0
4fd80b5c.wav,Chime,1
4fd883bb.wav,Double_bass,1
4fd997f5.wav,Keys_jangling,1
4fe5c745.wav,Acoustic_guitar,0
4fe7f333.wav,Tambourine,1
4fed9012.wav,Burping_or_eructation,0
4ff21dc7.wav,Tambourine,0
4ff4dceb.wav,Squeak,0
4ff578f2.wav,Glockenspiel,1
5002939d.wav,Electric_piano,0
50046110.wav,Gunshot_or_gunfire,1
500ba1bd.wav,Electric_piano,0
500c144a.wav,Tearing,0
50114f75.wav,Knock,0
50138e49.wav,Acoustic_guitar,0
501875ef.wav,Snare_drum,0
5026aa84.wav,Fart,0
5028080f.wav,Bass_drum,0
503b22a3.wav,Harmonica,1
503dabea.wav,Cowbell,0
503e81d0.wav,Scissors,1
503f2dfd.wav,Laughter,0
50495a4e.wav,Hi-hat,0
504dd043.wav,Cough,0
505207c3.wav,Oboe,0
505219ee.wav,Writing,0
50556530.wav,Tearing,0
5057d536.wav,Shatter,0
506d0b19.wav,Laughter,1
50853a02.wav,Cough,0
5089152a.wav,Shatter,0
508c1461.wav,Fireworks,0
508d3aed.wav,Fart,1
508e8e56.wav,Cello,1
50917ab0.wav,Bark,0
509755f0.wav,Electric_piano,0
509a6c22.wav,Scissors,1
50a01a4f.wav,Flute,0
50af697c.wav,Tearing,0
50bcdc09.wav,Cowbell,0
50bd36cb.wav,Finger_snapping,1
50bdc567.wav,Applause,0
50cb9b29.wav,Burping_or_eructation,0
50d300d1.wav,Cowbell,1
50d356da.wav,Bark,0
50d7bcd2.wav,Tearing,0
50d9edd6.wav,Cough,0
50e7451d.wav,Applause,1
50fc3ef5.wav,Electric_piano,1
50fd4c27.wav,Microwave_oven,1
510193fb.wav,Saxophone,1
5104b6e1.wav,Bus,1
5116f9b0.wav,Cello,0
511d5a4b.wav,Gunshot_or_gunfire,1
511fb54a.wav,Bark,1
512355a9.wav,Electric_piano,0
5123bba0.wav,Bass_drum,0
512661dc.wav,Bass_drum,0
512b0a33.wav,Double_bass,1
513f4971.wav,Electric_piano,0
51402418.wav,Double_bass,1
514710bc.wav,Hi-hat,0
514a974d.wav,Tearing,0
515a7743.wav,Cello,1
51623d70.wav,Shatter,0
5166ee5a.wav,Computer_keyboard,1
516ed121.wav,Fireworks,0
51711246.wav,Fart,0
51723a64.wav,Cowbell,0
517f3959.wav,Microwave_oven,0
518250e2.wav,Shatter,1
518ea0eb.wav,Fireworks,0
51994034.wav,Cough,0
519b068d.wav,Bark,0
51a0ed08.wav,Tambourine,1
51a51d9d.wav,Squeak,0
51afebdf.wav,Electric_piano,0
51b14c9d.wav,Violin_or_fiddle,1
51b9d0b7.wav,Gunshot_or_gunfire,1
51bc618d.wav,Applause,0
51c4cd41.wav,Flute,0
51cbcf35.wav,Gong,1
51cfc1d3.wav,Fireworks,1
51d28a24.wav,Acoustic_guitar,0
51edf8ee.wav,Knock,0
51f845a4.wav,Tearing,0
51f9a488.wav,Cello,1
51fc52e6.wav,Knock,0
51ffc008.wav,Electric_piano,0
5202c954.wav,Gong,1
5206fbc7.wav,Acoustic_guitar,1
520b22f7.wav,Shatter,1
52127914.wav,Meow,1
5213c673.wav,Microwave_oven,1
521c3585.wav,Fireworks,0
52300f9b.wav,Hi-hat,1
5230e439.wav,Writing,1
5233fe9c.wav,Trumpet,0
5237eea9.wav,Electric_piano,1
5239016a.wav,Shatter,0
523f65d5.wav,Electric_piano,1
52422d3d.wav,Fireworks,0
52480f3e.wav,Oboe,1
524dea8d.wav,Applause,0
5252f89f.wav,Tearing,0
5263369a.wav,Glockenspiel,1
52719891.wav,Clarinet,0
527a6550.wav,Writing,0
